chart_id,chart_type,status,question,explanation,operation_spec,feedback,updated_at
0gacqohbzj07n25s,groupedBar,pending,What is the difference between the average of surgical values in European countries and the average of surgical values in Asian countries?,"Treat Russia, Germany, France, and Italy as European countries, and India, Turkey, and Japan as Asian countries. Filter the chart to isolate the surgical values for the European group and compute their average. Calculate the average of the surgical values for the Asian group. Subtract the smaller average from the larger average.","{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Country"", ""include"": [""Russia"", ""Germany"", ""France"", ""Italy""], ""group"": ""Surgical""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Number of procedures""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Country"", ""include"": [""India"", ""Turkey"", ""Japan""], ""group"": ""Surgical""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Number of procedures""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,
1c80b6i7wdu3m1ir,simpleLine,pending,What is the sum of the y-values ​​for the period in which the y-axis value increased most sharply for two or more consecutive years?,Find all periods in the chart where the value rises continuously across two or more consecutive year-to-year intervals. Calculate the total growth from the beginning to the end of each identified period. Select the period that exhibits the largest overall increase. Sum the y-values of the years comprising this selected period.,"{""ops"": [{""op"": ""monotonicRun"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""direction"": ""increasing"", ""mode"": ""longest"", ""minLength"": 2, ""field"": ""Year on yaer percentage change (%)"", ""orderField"": ""Year""}], ""ops2"": [{""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Year on yaer percentage change (%)""}]}",,
1k8qhmg9rui7gtzh,multipleLine,pending,What is the difference between the largest value in Germany and the smallest value in the U.S. between 2010 and 2015?,Restrict the data to the years from 2010 to 2015 inclusive. Find the maximum Favorable_View_Percentage for Germany within this period. Determine the minimum Favorable_View_Percentage for the US within the same timeframe. Subtract the US minimum from the Germany maximum.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2010"", ""2015""]}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Favorable_View_Percentage"", ""group"": ""Germany""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1""], ""sentenceIndex"": 3}, ""which"": ""min"", ""field"": ""Favorable_View_Percentage"", ""group"": ""US""}], ""ops4"": [{""op"": ""diff"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n2"", ""n3""], ""sentenceIndex"": 4}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n3"", ""signed"": true}]}",,
0ihx2vzdsej883sq,groupedBar,pending,What is the Male value in the category with the second-lowest Female share of employees?,Isolate the Female values across all categories. Sort these categories in ascending order based on their share of employees. Select the category with the second-lowest share. Find the Male value corresponding to that category.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Female""}, {""op"": ""sort"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Share of employees"", ""order"": ""asc""}, {""op"": ""nth"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 1}, ""n"": 2, ""from"": ""left""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""target"": ""ref:n3"", ""field"": ""Share of employees"", ""group"": ""Male""}]}",,
0fh0emp095qhq3ag,simpleBar,pending,What is the difference between the largest and smallest values between 2010 and 2019?,Filter the chart to include only the years from 2010 to 2019 inclusive. Identify the maximum number of victims within this timeframe. Determine the minimum value among these same years. Subtract the smallest value from the largest.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""between"", ""value"": [""2010"", ""2019""]}, {""op"": ""range"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of victims""}]}",,
ckptmodbya2m1mih,stackedBar,pending,In which year was the difference between the number of 2G and 3G subscription the smallest?,Calculate the absolute difference between the 2G and 3G subscriptions for each year. The smallest of those differences falls in 2016.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""groupA"": ""2G"", ""groupB"": ""3G"", ""seriesField"": ""Type"", ""field"": ""Subscriptions in millions"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Subscriptions in millions""}]}",,2026-06-27T00:00:00Z
rx7zzpt8c0ue86y3,multipleLine,pending,"For the years when the unfavorable ratting of China among Americans exceeded 50%, what was the average favorable ratio?",Filter the years to those where the Unfavorable value exceeds 50. Extract the Favorable values corresponding to those years. Average these extracted values to get 36.75.,,,2026-06-27T00:00:00Z
88sup9tkwx0lwkgw,stackedBar,pending,"Among the years in which Asia's sales value was bigger than 1000, what is the difference between the average sales of EMEA and the average sales of Asia?","Treat ""Asia"" as the Asia Pacific region. Filter the chart to include only the years where the Asia Pacific sales value exceeds 1000. Average the EMEA sales across those selected years to get 1683.14. Compute the average of the Asia Pacific sales for the same period, which comes to 1263.14. Subtract the smaller average from the larger one to find a difference of 420.",,,2026-06-27T00:00:00Z
9g5a38vcep03acdu,stackedBar,pending,Which year had the highest year-over-year growth rate in Walmart's total net sales?,Sum the net sales across all three Mart categories for each year to get the total annual net sales. Compute the year-over-year growth rate for each year starting from 2009 by dividing its total by the previous year's total. Find the maximum among these growth rates. The highest growth rate belongs to 2009.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Walmart US""}], ""ops2"": [{""op"": ""lagDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Net sales in billion US dollars""}], ""ops3"": [{""op"": ""findExtremum"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""which"": ""max"", ""field"": ""Net sales in billion US dollars""}]}",,2026-06-27T00:00:00Z
fsraebh4cpmzc7ut,simpleLine,pending,Count the number of years in the 2010s in which the number of fatalities increased compared to the previous year.,Treat the 2010s as the years 2010 through 2019 inclusive. Compare the number of fatalities for each of these years against the value from the immediately preceding year. Count the instances where the current year's value is strictly greater than the previous year's value. Exactly 3 years meet this condition.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": "">="", ""value"": ""2010""}], ""ops2"": [{""op"": ""lagDiff"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Number of fatalities""}], ""ops3"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}, ""field"": ""Number of fatalities"", ""operator"": "">"", ""value"": 0}, {""op"": ""count"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 3}}]}",,2026-06-27T00:00:00Z
h33j4k50c44wni7l,simpleLine,pending,How many times was growth rate of HICP greater than 2.6 and less than 3.0?,Check the Growth rate of HICP(%) for each date in the chart. Filter the values to retain only those strictly greater than 2.6 and strictly less than 3.0. Count the remaining points to get 5.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Growth rate of HICP(%)"", ""operator"": "">"", ""value"": 2.6}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Growth rate of HICP(%)"", ""operator"": ""<"", ""value"": 3.0}], ""ops3"": [{""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 3}}]}",,2026-06-27T00:00:00Z
gnin1xu8b8rbtv34,multipleLine,pending,In how many years was the percentage of unfavorable views toward the Taliban at least 10 percentage points higher than toward Al-Qaeda?,Subtract the al Qaeda value from the Taliban value for each year. Filter the years to keep only those where the difference is 10 or greater. Count the remaining years to get 4.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Year"", ""groupA"": ""Taliban"", ""groupB"": ""al Qaeda"", ""seriesField"": ""Group"", ""field"": ""Ratio of unfavorable view(%)"", ""signed"": true}], ""ops2"": [{""op"": ""filter"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""field"": ""Ratio of unfavorable view(%)"", ""operator"": "">="", ""value"": 10}, {""op"": ""count"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n2""], ""sentenceIndex"": 2}}]}",,2026-06-27T00:00:00Z
58wxo6da4x2w1ass,groupedBar,pending,"Which worker type has the smallest difference from the ""All Government workers"" in Barack Obama's share of voters?","Find the share of voters for Barack Obama among ""All Government workers"" to get 51. Calculate the absolute difference between this value and Barack Obama's share for each of the other worker types. Select the worker type that yields the smallest difference of 1, which corresponds to Local Government workers.",,,2026-06-27T00:00:00Z
f12st3qo0kz1egmp,multipleLine,pending,"In the first year after 2004 when the percentage of people who considered elections important increased relative to 2004, did the percentage of people who considered elections unimportant decrease?","Treat ""considered elections important"" as the ""It really matters who wins the election"" category and ""considered elections unimportant"" as the ""Things will be the same"" category. Find the ""important"" value in 2004 to get 67. Scan the years following 2004 to locate the first one where the ""important"" value exceeds 67, which occurs in 2016. Compare the ""unimportant"" value in 2016 against its corresponding value in 2004. Observe that the value dropped from 29 to 22, confirming the decrease.",,,2026-06-27T00:00:00Z
a0m3af45az33ngmr,stackedBar,pending,Which year had the highest share of sheep production?,Calculate the total production across all types for each year. Divide the Sheep production by the corresponding annual total to compute its share for each year. The largest of these fractions falls in 2020.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""group"": ""Sheep""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Production in million metric tons""}]}",,2026-06-27T00:00:00Z
i0fd8sbi945erf7p,multipleLine,pending,In which year did the ratio of news sources for local news programming increase the most?,Filter the data to isolate the values for Local news programming. Calculate the year-over-year difference in the ratio of news sources for each consecutive pair of years. Check these differences to locate the maximum positive change. The largest increase of 5 occurred in 2007.,"{""ops"": [{""op"": ""lagDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Ratio of news sources(%)"", ""group"": ""Local news programming""}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""max"", ""field"": ""Ratio of news sources(%)""}]}",,2026-06-27T00:00:00Z
50pei8jwlb2g5h1q,groupedBar,pending,which country had the smallest decrease rate in sales after the lockdown?,Calculate the absolute decrease in sales for each country by subtracting the Post-lockdown 2020 value from the Pre-lockdown 2020 value. Divide each decrease by the corresponding Pre-lockdown value to compute the decrease rate. Compare these rates across all countries. The smallest rate belongs to Germany.,"{""ops"": [{""op"": ""pairDiff"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""by"": ""Country"", ""groupA"": ""Pre-lockdown 2020"", ""groupB"": ""Post-lockdown 2020"", ""seriesField"": ""Period"", ""field"": ""Sales in billion GBP"", ""absolute"": true}], ""ops2"": [{""op"": ""findExtremum"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 2}, ""which"": ""min"", ""field"": ""Sales in billion GBP""}]}",,2026-06-27T00:00:00Z
g1s9b91z7xw8flg2,simpleLine,pending,What is the difference between the average beer sales before 2012 and after including 2012?,Calculate the average beer sales for the years prior to 2012 to get 3.1375. Compute the average for the years from 2012 onward to get 2.265. Subtract the smaller average from the larger one to find a difference of 0.8725.,"{""ops"": [{""op"": ""filter"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""field"": ""Year"", ""operator"": ""<"", ""value"": ""2012""}, {""op"": ""average"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [""n1""], ""sentenceIndex"": 1}, ""field"": ""Beer sales in million hectoliters""}], ""ops2"": [{""op"": ""filter"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [], ""sentenceIndex"": 2}, ""field"": ""Year"", ""operator"": "">="", ""value"": ""2012""}, {""op"": ""average"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [""n3""], ""sentenceIndex"": 2}, ""field"": ""Beer sales in million hectoliters""}], ""ops3"": [{""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n2"", ""n4""], ""sentenceIndex"": 3}, ""targetA"": ""ref:n2"", ""targetB"": ""ref:n4"", ""signed"": false}]}",,2026-06-27T00:00:00Z
0gt3h2146jc47ovx,simpleBar,pending,How many times larger is the combined share of iron and zinc than water in the composites?,"Extract the shares for Iron and Zinc. Add these two values together to get a combined share of 36. Get the share for Water, which comes to 10. Divide the combined share by the Water share to yield 3.6.","{""ops"": [{""op"": ""retrieveValue"", ""id"": ""n1"", ""meta"": {""nodeId"": ""n1"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Iron""}, {""op"": ""retrieveValue"", ""id"": ""n2"", ""meta"": {""nodeId"": ""n2"", ""inputs"": [], ""sentenceIndex"": 1}, ""target"": ""Zinc""}, {""op"": ""add"", ""id"": ""n3"", ""meta"": {""nodeId"": ""n3"", ""inputs"": [""n1"", ""n2""], ""sentenceIndex"": 1}, ""targetA"": ""ref:n1"", ""targetB"": ""ref:n2""}], ""ops2"": [{""op"": ""retrieveValue"", ""id"": ""n4"", ""meta"": {""nodeId"": ""n4"", ""inputs"": [], ""sentenceIndex"": 2}, ""target"": ""Water""}, {""op"": ""diff"", ""id"": ""n5"", ""meta"": {""nodeId"": ""n5"", ""inputs"": [""n3"", ""n4""], ""sentenceIndex"": 2}, ""targetA"": ""ref:n3"", ""targetB"": ""ref:n4"", ""mode"": ""ratio""}]}",,2026-06-27T00:00:00Z
